Transaction_ID,Account_Number,Security_ID,Trade_Date,Settlement_Date,Quantity,Price,Trade_Amount,Status,Currency_Code
TRX0003586,5918990428,SEC00139,9/3/2025,9/5/2025,1703,171.83,292626.49,Settled,INR
TRX0003587,9656872032,SEC00158,2/18/2025,2/20/2025,4087,180.36,737131.32,Settled,CLP
TRX0003588,5983766493,SEC00117,3/31/2025,4/2/2025,2034,305.82,622037.88,Settled,BRL
TRX0003589,9449587068,SEC00134,10/4/2024,10/5/2024,4909,493.1,2420627.9,Settled,CLP
TRX0003590,9673413748,SEC00044,5/5/2025,5/7/2025,3808,356.54,1357704.32,Settled,CAD
TRX0003591,4384115669,SEC00093,5/2/2025,5/4/2025,1062,419.31,445307.22,Settled,BRL
TRX0003592,1788866676,SEC00012,8/11/2025,8/13/2025,813,369.13,300102.69,Settled,SGD
TRX0003593,0708613468,SEC00155,11/3/2024,11/4/2024,1586,321.58,510025.88,Settled,BRL
TRX0003594,3913362670,SEC00004,2/26/2025,2/27/2025,3260,73.39,239251.4,Failed,INR
TRX0003595,1555315257,SEC00153,10/9/2024,10/10/2024,1429,446.8,638477.2,Settled,CAD
TRX0003596,6920737677,SEC00165,1/15/2025,1/17/2025,2991,218.67,654041.97,Settled,BRL
TRX0003597,0545022332,SEC00124,7/23/2025,7/25/2025,410,496.75,203667.5,Settled,ZAR
TRX0003598,7897282127,SEC00019,12/17/2024,12/19/2024,1749,323.36,565556.64,Settled,MXN
TRX0003599,0175393120,SEC00119,5/12/2025,5/14/2025,3952,8.69,34342.88,Settled,ARS
TRX0003600,0236281353,SEC00123,12/15/2024,12/16/2024,276,57.72,15930.72,Settled,EUR
TRX0003601,6368750560,SEC00061,10/18/2024,10/20/2024,2300,270.07,621161,Pending,GBP
TRX0003602,7575030988,SEC00093,4/15/2025,4/17/2025,4762,288.79,1375217.98,Settled,EUR
TRX0003603,3424259616,SEC00149,9/5/2025,9/7/2025,639,432.26,276214.14,Settled,INR
TRX0003604,9179156775,SEC00137,4/8/2025,4/9/2025,4675,197.6,923780,Settled,JPY
TRX0003605,0998552643,SEC00001,7/14/2025,7/16/2025,1127,383.06,431708.62,Settled,BRL
TRX0003606,2388906871,SEC00035,2/24/2025,2/26/2025,4582,363.3,1664640.6,Settled,BRL
TRX0003607,0708613468,SEC00174,6/23/2025,6/24/2025,1204,416.58,501562.32,Settled,BRL
TRX0003608,9079551984,SEC00090,2/27/2025,3/1/2025,3404,328.66,1118758.64,Settled,JPY
TRX0003609,8072358343,SEC00134,10/15/2024,10/17/2024,84,14.26,1197.84,Settled,AUD
TRX0003610,8855519259,SEC00172,2/23/2025,2/25/2025,1723,345.19,594762.37,Settled,EUR
TRX0003611,4521295413,SEC00023,7/27/2025,,3008,93.32,280706.56,Settled,JPY
TRX0003612,6992591729,SEC00074,6/5/2025,6/7/2025,228,371.03,84594.84,Settled,USD
TRX0003613,6618860954,SEC00048,6/17/2025,6/18/2025,1668,113.51,189334.68,Settled,CLP
TRX0003614,2076278094,SEC00031,7/29/2025,7/31/2025,3061,371.11,1135967.71,Settled,JPY
TRX0003615,2250921798,SEC00158,2/15/2025,,561,246.49,138280.89,Settled,USD
TRX0003616,8660368846,SEC00031,6/17/2025,6/19/2025,1089,370.91,403920.99,Settled,CLP
TRX0003617,4985773553,SEC00172,12/19/2024,12/20/2024,1371,252.99,346849.29,Settled,AED
TRX0003618,3481367606,SEC00146,4/6/2025,4/8/2025,3934,254.13,999747.42,Settled,GBP
TRX0003619,7669456980,SEC00007,12/30/2024,,2724,409.21,1114688.04,Settled,EUR
TRX0003620,3518801882,SEC00032,1/27/2025,,2325,447.71,1040925.75,Settled,GBP
TRX0003621,3523377867,SEC00156,11/3/2024,11/5/2024,1372,440.04,603734.88,Settled,ARS
TRX0003622,4877345150,SEC00015,3/17/2025,3/19/2025,4011,443.65,1779480.15,Settled,USD
TRX0003623,9998051929,SEC00101,10/3/2024,10/5/2024,2114,268.08,-566721.12,Settled,ARS
TRX0003624,3276346579,SEC00076,1/22/2025,1/24/2025,1127,401.98,453031.46,Pending,BRL
TRX0003625,2607714195,SEC00033,8/28/2025,8/30/2025,2466,160.46,395694.36,Settled,COP
TRX0003626,3114464700,SEC00064,9/27/2025,5/30/2025,2,415.84,831.68,Settled,CLP
TRX0003627,7580564091,SEC00019,10/13/2024,10/14/2024,1807,459.09,829575.63,Pending,ARS
TRX0003628,8541046075,SEC00067,9/14/2024,9/16/2024,4222,289.07,1220453.54,Settled,ZAR
TRX0003629,5410656411,SEC00173,7/6/2025,7/8/2025,466,432,201312,Pending,JPY
TRX0003630,8796751217,SEC00094,8/2/2025,8/4/2025,2114,382.19,807949.66,Settled,JPY
TRX0003631,5168815280,SEC00013,6/23/2025,6/24/2025,4893,207.8,1016765.4,Settled,AUD
TRX0003632,6132143455,SEC00047,5/7/2025,5/9/2025,2313,411.02,950689.26,Settled,CAD
TRX0003633,4486448117,SEC00153,4/19/2025,4/21/2025,217,142.27,30872.59,Settled,CAD
TRX0003634,0825533331,SEC00046,10/7/2024,10/9/2024,1667,259.12,431953.04,Pending,CLP
TRX0003635,2107797516,SEC00066,6/29/2025,7/1/2025,2884,463.28,1336099.52,Settled,INR
TRX0003636,1775483909,SEC00130,4/26/2025,4/28/2025,4355,49.51,215616.05,Settled,USD
TRX0003637,7859126165,SEC_BAD_5840,3/26/2025,,3793,261.03,990086.79,Settled,CAD
TRX0003638,6778995956,SEC00144,7/12/2025,7/14/2025,223,190.64,42512.72,Settled,CLP
TRX0003639,4266101208,SEC00018,12/8/2024,12/9/2024,2400,424.26,1018224,Settled,INR
TRX0003640,4877345150,SEC00066,1/27/2025,1/28/2025,2204,212.8,469011.2,Pending,USD
TRX0003641,4526468425,SEC00134,5/9/2025,5/11/2025,4365,447.4,1952901,Settled,
TRX0003642,8384081591,SEC00070,4/16/2025,4/18/2025,4979,25.59,127412.61,Settled,MXN
TRX0003643,2403927449,SEC00140,10/5/2024,10/7/2024,4397,308.28,1355507.16,Pending,COP
TRX0003644,9940422034,SEC00116,9/25/2024,9/27/2024,3885,220.81,857846.85,Settled,MXN
TRX0003645,3831555659,SEC00134,12/11/2024,12/13/2024,4230,372.19,1574363.7,Pending,EUR
TRX0003646,0957683750,SEC00069,7/4/2025,7/5/2025,1381,306.3,423000.3,Settled,ARS
TRX0003647,3849728537,SEC00107,10/28/2024,10/30/2024,1065,237.9,253363.5,Pending,CLP
TRX0003648,8660368846,SEC00148,1/3/2025,1/5/2025,3440,76.81,264226.4,Settled,CLP
TRX0003649,2250921798,SEC00143,5/28/2025,5/30/2025,637,2.52,1605.24,Settled,USD
TRX0003650,9656872032,SEC00088,12/8/2024,12/10/2024,1492,467.78,697927.76,Settled,CLP
TRX0003651,1649906505,SEC00152,9/2/2025,9/4/2025,2882,349.48,1007201.36,Settled,AUD
TRX0003652,9942717513,SEC00111,3/9/2025,3/11/2025,3362,6.23,20945.26,Settled,EUR
TRX0003653,8808246308,SEC00053,6/18/2025,6/20/2025,574,391.07,-224474.18,Settled,JPY
TRX0003654,9940422034,SEC00085,5/21/2025,5/23/2025,1361,425.83,579554.63,Settled,MXN
TRX0003655,5533580292,SEC00107,2/25/2025,,2278,86.58,197229.24,Settled,JPY
TRX0003656,6215509941,SEC00123,7/17/2025,7/19/2025,1952,31.52,61527.04,Settled,MXN
TRX0003657,9673413748,SEC00007,10/22/2024,10/24/2024,1662,416.1,691558.2,Settled,CAD
TRX0003658,8762102480,SEC00031,2/5/2025,2/7/2025,4457,174.68,778548.76,Settled,US
TRX0003659,4808806500,SEC00031,5/4/2025,5/6/2025,1535,210.67,323378.45,Settled,EUR
TRX0003660,8384081591,SEC00179,5/4/2025,5/6/2025,2431,307.23,746876.13,Settled,MXN
TRX0003661,5700289392,SEC00113,2/6/2025,2/8/2025,4681,388.26,1817445.06,Settled,ARS
TRX0003662,0319342783,SEC00086,12/11/2024,12/12/2024,3179,236.99,753391.21,Settled,AUD
TRX0003663,5533580292,SEC00164,6/20/2025,6/22/2025,126,53.41,6729.66,Settled,JPY
TRX0003664,1157124795,SEC00139,5/15/2025,5/17/2025,3822,229.38,876690.36,Settled,MXN
TRX0003665,8193989181,SEC00030,2/10/2025,2/12/2025,949,415.39,394205.11,Settled,BRL
TRX0003666,8893931311,SEC00013,10/16/2024,,2638,261.6,690100.8,Settled,GBP
TRX0003667,8560397578,SEC00006,10/3/2024,10/4/2024,258,283.4,73117.2,Settled,AUD
TRX0003668,6352621837,SEC00137,10/15/2024,10/17/2024,3246,398.54,1293660.84,Settled,CAD
TRX0003669,0012089444,SEC00071,12/12/2024,12/14/2024,66,406.43,26824.38,Settled,CLP
TRX0003670,6442714264,SEC00041,11/16/2024,11/17/2024,3792,229,868368,Pending,AUD
TRX0003671,1680881909,SEC00110,6/4/2025,6/6/2025,4354,161.11,701472.94,Settled,USD
TRX0003672,1669540043,SEC00111,7/29/2025,7/31/2025,45,67.58,3041.1,Settled,AUD
TRX0003673,2343829484,SEC00036,10/2/2024,,1675,365.09,611525.75,Settled,GBP
TRX0003674,8757247002,SEC00129,6/21/2025,6/23/2025,3618,480.78,1739462.04,Settled,BRL
TRX0003675,5786869262,SEC00143,6/9/2025,6/10/2025,2980,420.82,1254043.6,Failed,AUD
TRX0003676,9527137831,SEC00165,10/14/2024,10/15/2024,4333,283.42,1228058.86,Settled,AUD
TRX0003677,6202514640,SEC00091,8/3/2025,8/5/2025,1442,361.58,521398.36,Settled,USD
TRX0003678,4094903423,SEC00105,8/17/2025,8/19/2025,4033,412.82,1664903.06,Settled,INR
TRX0003679,0800785553,SEC00083,7/23/2025,7/25/2025,4439,424.17,1882890.63,Failed,AED
TRX0003680,0811786170,SEC00012,8/10/2025,8/12/2025,2552,174.07,444226.64,Settled,CLP
TRX0003681,5468204577,SEC00111,6/20/2025,6/21/2025,769,57.52,44232.88,Settled,USD
TRX0003682,7897282127,SEC00167,12/31/2024,1/1/2025,1159,52.3,60615.7,Settled,MXN
TRX0003683,5168815280,SEC00018,9/14/2025,1/1/2025,2813,86.61,243633.93,Settled,AUD
TRX0003684,9998051929,SEC00068,1/4/2025,,3229,221.36,714771.44,Settled,ARS
TRX0003685,8193989181,SEC00178,11/6/2024,11/8/2024,2411,393.31,948270.41,Settled,BRL
TRX0003686,26188216,SEC00068,2/17/2025,2/18/2025,3986,432.3,1723147.8,Settled,MXN
TRX0003687,4624609055,SEC00003,9/23/2024,9/25/2024,4678,450.75,2108608.5,Settled,EUR
TRX0003688,9482461287,SEC00038,6/15/2025,6/17/2025,4340,354.07,1536663.8,Settled,EUR
TRX0003689,2186894135,SEC00095,12/13/2024,12/15/2024,1124,294.31,330804.44,Settled,AED
TRX0003690,6496696399,SEC00073,8/1/2025,8/3/2025,3552,108.08,383900.16,Settled,USD
TRX0003691,3528536860,SEC00093,7/17/2025,7/19/2025,3685,28.74,105906.9,Settled,INR
TRX0003692,1649906505,SEC00052,2/1/2025,2/2/2025,3994,411.35,1642931.9,Settled,AUD
TRX0003693,2076278094,SEC00170,10/18/2024,10/20/2024,378,445.54,168414.12,Settled,JPY
TRX0003694,4710455105,SEC00020,10/16/2024,10/18/2024,1309,489.99,641396.91,Settled,CAD
TRX0003695,3255380450,SEC00150,7/18/2025,7/19/2025,4710,282.59,1330998.9,Settled,SGD
TRX0003696,4486536641,SEC00114,7/22/2025,7/23/2025,577,409.47,236264.19,Settled,CLP
TRX0003697,3739882651,SEC00069,7/30/2025,8/1/2025,1644,488.08,802403.52,Settled,EUR
TRX0003698,3187696082,SEC00142,3/29/2025,3/31/2025,3303,323.25,1067694.75,Settled,USD
TRX0003699,8501617122,SEC00010,7/16/2025,7/18/2025,4061,227.31,923105.91,Settled,AUD
TRX0003700,9573532540,SEC00031,8/2/2025,8/4/2025,4215,285.74,1204394.1,Pending,AED
TRX0003701,6387619490,SEC00089,4/28/2025,4/30/2025,3387,313.43,1061587.41,Settled,COP
TRX0003702,7593586857,SEC00142,10/14/2024,10/16/2024,2738,163.27,447033.26,Settled,INR
TRX0003703,6067701767,SEC00175,6/16/2025,6/18/2025,1722,74.22,127806.84,Settled,ZAR
TRX0003704,9559473277,SEC00173,6/19/2025,6/21/2025,793,160.94,127625.42,Settled,ARS
TRX0003705,1114217757,SEC00080,5/2/2025,5/4/2025,3332,287.22,957017.04,Settled,CLP
TRX0003706,4526468425,SEC00046,8/27/2025,8/28/2025,4513,414.75,1871766.75,Failed,
TRX0003707,0418881727,SEC00033,12/1/2024,12/3/2024,1212,372.15,451045.8,Settled,AUD
TRX0003708,1185687973,SEC00043,9/20/2024,9/22/2024,567,230.86,130897.62,Settled,AUD
TRX0003709,1450066352,SEC00005,12/7/2024,12/9/2024,4662,104.21,485827.02,Settled,BRL
TRX0003710,1775483909,SEC00159,1/24/2025,,3059,17.95,54909.05,Pending,USD
TRX0003711,9079551984,SEC00127,3/24/2025,3/26/2025,3616,221.33,800329.28,Settled,JPY
TRX0003712,1788866676,SEC00119,1/7/2025,1/9/2025,1365,73.35,100122.75,Settled,SGD
TRX0003713,8375734060,SEC00163,4/9/2025,4/11/2025,2456,420.56,1032895.36,Pending,USD
TRX0003714,8126851882,SEC00137,7/7/2025,7/9/2025,876,393.28,344513.28,Settled,EUR
TRX0003715,3198597434,SEC00091,3/13/2025,3/15/2025,3976,281.32,1118528.32,Settled,CLP
TRX0003716,3528536860,SEC00074,5/16/2025,5/18/2025,281,377.89,106187.09,Settled,INR
TRX0003717,6132143455,SEC00059,4/27/2025,,2803,24.09,-67524.27,Settled,CAD
TRX0003718,8893931311,SEC00015,3/3/2025,3/5/2025,1807,475.45,859138.15,Settled,GBP
TRX0003719,8182787645,SEC00096,1/12/2025,,1558,18.55,28900.9,Settled,CAD
TRX0003720,6920737677,SEC00010,11/7/2024,11/9/2024,4179,300.17,1254410.43,Settled,BRL
TRX0003721,5786869262,SEC00162,10/3/2024,10/5/2024,1597,314.86,502831.42,Settled,AUD
TRX0003722,9684562622,SEC00040,6/30/2025,7/2/2025,591,370.89,219195.99,Settled,AUD
TRX0003723,5823297184,SEC00111,1/18/2025,1/20/2025,2537,97.86,248270.82,Settled,COP
TRX0003724,7211755002,SEC00171,3/2/2025,3/4/2025,542,200.95,108914.9,Settled,USD
TRX0003725,2070304950,SEC00039,1/29/2025,1/30/2025,4361,446.76,1948320.36,Settled,EUR
TRX0003726,5468204577,SEC00028,9/27/2024,9/29/2024,1031,230.14,237274.34,Settled,USD
TRX0003727,0708613468,SEC00084,7/1/2025,7/2/2025,4630,488.96,2263884.8,Settled,BRL
TRX0003728,6536197238,SEC00179,2/10/2025,2/11/2025,197,111.43,21951.71,Settled,ARS
TRX0003729,9527137831,SEC00127,12/9/2024,12/11/2024,350,163.75,57312.5,Settled,AUD
TRX0003730,1637844022,SEC00176,3/22/2025,3/23/2025,2966,468.95,1390905.7,Settled,ARS
TRX0003731,2585512452,SEC00150,2/22/2025,2/24/2025,752,49.97,37577.44,Settled,JPY
TRX0003732,6784157976,SEC00092,7/15/2025,7/16/2025,3123,109.58,342218.34,Settled,USD
TRX0003733,9167685800,SEC00141,12/27/2024,12/28/2024,3229,157.56,508761.24,Settled,ZAR
TRX0003734,9167007335,SEC00026,1/26/2025,1/28/2025,3760,310.96,1169209.6,Settled,SGD
TRX0003735,8925395882,SEC00148,1/1/2025,1/3/2025,1372,218.45,299713.4,Pending,AUD
TRX0003736,6920737677,SEC00127,3/29/2025,3/31/2025,4,92.99,371.96,Settled,BRL
TRX0003737,9573532540,SEC00115,5/17/2025,5/19/2025,3402,271.47,923540.94,Settled,AED
TRX0003738,3424259616,SEC00036,5/21/2025,5/22/2025,1567,66.73,104565.91,Settled,INR
TRX0003739,8501617122,SEC00011,2/15/2025,2/16/2025,3275,130.81,428402.75,Settled,AUD
TRX0003740,6333104285,SEC00119,8/8/2025,,195,338.02,65913.9,Settled,XXX
TRX0003741,9880739888,SEC00003,6/6/2025,6/8/2025,3223,400.66,1291327.18,Settled,EUR
TRX0003742,8495500653,SEC00154,10/14/2024,,2386,481.55,1148978.3,Failed,MXN
TRX0003743,4266101208,SEC00166,7/4/2025,7/6/2025,1504,60.96,91683.84,Settled,INR
TRX0003744,7122368529,SEC00170,6/14/2025,6/16/2025,4448,121.04,538385.92,Settled,USD
TRX0003745,5125343460,SEC00060,11/9/2024,11/11/2024,2465,93.92,231512.8,Settled,USD
TRX0003746,2007565470,SEC00057,11/23/2024,11/25/2024,1393,470.66,-655629.38,Settled,USD
TRX0003747,5116697037,SEC00102,3/8/2025,3/10/2025,2356,10.43,24573.08,Settled,SGD
TRX0002078,2273974641,SEC00015,1/23/2025,1/25/2025,4993,52.39,261583.27,Settled,AED
TRX0003749,7212660845,SEC00058,1/6/2025,1/7/2025,253,339.66,85933.98,Settled,BRL
TRX0003750,9420341057,SEC00060,4/26/2025,4/27/2025,1382,397.34,549123.88,Settled,CLP
TRX0003751,1783807591,SEC00160,7/24/2025,,4470,62.76,280537.2,Settled,MXN
TRX0003752,6920737677,SEC00087,8/23/2025,8/24/2025,1750,83.43,146002.5,Settled,BRL
TRX0003753,6536197238,SEC00123,8/19/2025,8/21/2025,4714,203.22,957979.08,Pending,ARS
TRX0003754,7580564091,SEC00179,6/3/2025,6/5/2025,2652,256.44,680078.88,Settled,ARS
TRX0003755,0321230713,SEC00110,8/6/2025,8/8/2025,2607,98.91,257858.37,Settled,BRL
TRX0003756,9167007335,SEC00106,10/10/2024,,1929,101.22,195253.38,Settled,SGD
TRX0003757,2259415355,SEC00153,5/19/2025,5/21/2025,1234,336.48,415216.32,Pending,INR
TRX0003758,0262195478,SEC00157,10/4/2024,10/6/2024,4177,144.82,604913.14,Settled,CAD
TRX0003759,0811786170,SEC00136,6/26/2025,6/28/2025,4332,368.5,1596342,Settled,CLP
TRX0003760,2273974641,SEC00179,6/25/2025,6/26/2025,2715,31.2,84708,Failed,AED
TRX0003761,1555315257,SEC00081,1/8/2025,1/9/2025,476,304.3,144846.8,Settled,CAD
TRX0003762,9420341057,SEC00004,1/3/2025,,382,158.19,60428.58,Failed,CLP
TRX0003763,4287142271,SEC00132,7/9/2025,7/11/2025,505,133.56,67447.8,Settled,ARS
TRX0003764,8072358343,SEC00030,3/3/2025,3/5/2025,3414,283.27,967083.78,Settled,AUD
TRX0003765,5300945546,SEC00138,8/25/2025,8/27/2025,77,103.25,7950.25,Settled,CAD
TRX0003766,6132143455,SEC00019,4/1/2025,4/3/2025,2867,489.58,1403625.86,Pending,CAD
TRX0003767,8695986758,SEC00099,11/11/2024,11/13/2024,2583,212.68,549352.44,Settled,ARS
TRX0003768,9821733085,SEC00139,2/14/2025,2/16/2025,3510,81.73,286872.3,Settled,MXN
TRX0003769,8571542948,SEC00150,4/11/2025,4/12/2025,806,49,39494,Settled,MXN
TRX0003770,8384081591,SEC00168,2/5/2025,2/7/2025,2513,335.02,841905.26,Settled,MXN
TRX0003771,8925395882,SEC00114,12/26/2024,12/27/2024,3920,334.91,1312847.2,Settled,AUD
TRX0003772,9821733085,SEC00096,7/31/2025,8/2/2025,1250,404.22,505275,Settled,MXN
TRX0003773,0552102019,SEC00169,4/6/2025,4/8/2025,2642,437.79,1156641.18,Settled,SGD
TRX0003774,9449587068,SEC00081,10/1/2024,,3308,369.7,1222967.6,Settled,CLP
TRX0003775,5983766493,SEC00130,9/7/2025,9/9/2025,4766,177.31,845059.46,Failed,BRL
TRX0003776,5407525649,SEC00146,7/18/2025,7/20/2025,1371,449.48,616237.08,Failed,USD
TRX0003777,1637844022,SEC00145,5/9/2025,5/11/2025,529,112.47,59496.63,Pending,ARS
TRX0003778,6364630839,SEC00169,4/11/2025,4/13/2025,3077,235.42,724387.34,Settled,CAD
TRX0003779,1152022431,SEC00054,9/26/2024,9/28/2024,4269,108.34,462503.46,Settled,AUD
TRX0003780,0545022332,SEC00054,10/14/2024,10/16/2024,4114,480.56,1977023.84,Settled,ZAR
TRX0003781,0175393120,SEC00070,4/15/2025,4/17/2025,1463,83.24,121780.12,Settled,ARS
TRX0003782,1680881909,SEC00167,12/19/2024,12/20/2024,2787,121.2,337784.4,Failed,USD
TRX0003783,9857469145,SEC00081,11/1/2024,11/3/2024,1793,473.13,848322.09,Settled,BRL
TRX0003784,0012089444,SEC00060,10/6/2024,10/7/2024,3981,122.17,486358.77,Settled,CLP
TRX0003785,1185687973,SEC00115,7/11/2025,7/12/2025,2147,165.93,356251.71,Pending,AUD
TRX0003786,9491210062,SEC00058,9/7/2025,9/9/2025,3300,271.87,897171,Settled,GBP
TRX0003787,9449587068,SEC00125,3/2/2025,3/4/2025,2544,440.33,1120199.52,Settled,CLP
TRX0003788,8796751217,SEC00046,9/27/2024,9/28/2024,181,395.82,71643.42,Settled,JPY
TRX0003789,1152022431,SEC00034,9/6/2025,9/7/2025,4646,110.23,512128.58,Settled,AUD
TRX0003790,3787183452,SEC00140,1/17/2025,1/19/2025,2493,308.18,768292.74,Settled,SGD
TRX0003791,8610432053,SEC00102,1/4/2025,,627,133.77,83873.79,Settled,CLP
TRX0003792,0825533331,SEC00040,8/8/2025,8/10/2025,2309,240.13,554460.17,Settled,CLP
TRX0003793,5300945546,SEC00027,8/15/2025,8/17/2025,1635,330.42,540236.7,Settled,CAD
TRX0003794,5884584840,SEC00129,8/1/2025,8/3/2025,3341,474.07,1583867.87,Pending,ARS
TRX0003795,1277826289,SEC00098,6/22/2025,6/24/2025,3066,235.3,721429.8,Settled,CAD
TRX0003796,3029967115,SEC00171,5/15/2025,5/17/2025,3769,28.03,105645.07,Settled,CAD
TRX0003797,26188216,SEC00131,7/7/2025,7/9/2025,2986,22.58,67423.88,Settled,MXN
TRX0003798,2635454737,SEC00009,10/28/2024,10/30/2024,3185,201.48,641713.8,Settled,CAD
TRX0003799,9660643541,SEC00086,5/9/2025,5/10/2025,982,266.71,261909.22,Failed,MXN
TRX0003800,0117716193,SEC00172,1/6/2025,1/7/2025,2130,151.25,322162.5,Settled,INR
TRX0003801,10699606,SEC00134,12/26/2024,12/28/2024,1071,63.85,68383.35,Settled,EUR
TRX0003802,6377891353,SEC00105,3/30/2025,4/1/2025,4129,304.42,1256950.18,Settled,EUR
TRX0003803,0012089444,SEC00092,12/8/2024,12/9/2024,4481,30.66,137387.46,Settled,CLP
TRX0003804,1277826289,SEC00102,7/31/2025,8/2/2025,2070,336.72,697010.4,Settled,CAD
TRX0003805,0857729856,SEC00047,11/4/2024,11/6/2024,1516,79.01,119779.16,Settled,JPY
TRX0003806,6907231557,SEC00116,1/1/2025,1/3/2025,4784,498.11,2382958.24,Settled,ARS
TRX0003807,9482461287,SEC00039,8/23/2025,,3980,344.34,1370473.2,Pending,EUR
TRX0003808,7212660845,SEC00009,3/23/2025,3/25/2025,1633,301.27,491973.91,Pending,BRL
TRX0003809,3647832611,SEC00111,7/26/2025,7/28/2025,1874,135.05,253083.7,Failed,EUR
TRX0003810,0236281353,SEC00047,10/28/2024,10/30/2024,2845,375.6,1068582,Settled,EUR
TRX0003811,4109484060,SEC00128,4/5/2025,4/7/2025,3115,64.46,200792.9,Settled,COP
TRX0003812,7212660845,SEC00176,5/15/2025,5/17/2025,234,255.15,59705.1,Settled,BRL
TRX0003813,8611757453,SEC00150,12/25/2024,,598,48.72,29134.56,Failed,COP
TRX0003814,0012089444,SEC00133,8/23/2025,8/24/2025,2463,260.14,640724.82,Settled,CLP
TRX0003815,5384839942,SEC00114,9/24/2024,9/26/2024,4276,184.74,789948.24,Pending,ARS
TRX0003816,8434939761,SEC00141,3/16/2025,3/18/2025,1944,401.48,780477.12,Settled,ARS
TRX0003817,0275623466,SEC00032,2/7/2025,2/9/2025,2767,374.19,1035383.73,Pending,USD
TRX0003818,3198597434,SEC00043,6/28/2025,6/30/2025,3494,300.04,1048339.76,Settled,CLP
TRX0003819,2161153451,SEC00004,9/7/2025,9/9/2025,3404,433.54,1475770.16,Settled,EUR
TRX0003820,2403927449,SEC00093,11/24/2024,,279,31.31,8735.49,Settled,COP
TRX0003821,6377891353,SEC00062,9/30/2024,,3061,282.91,865987.51,Settled,EUR
TRX0003822,9160661010,SEC00045,3/19/2025,3/21/2025,3606,182.3,657373.8,Pending,GBP
TRX0003823,4540487387,SEC00114,5/14/2025,,1255,138.46,173767.3,Settled,BRL
TRX0003824,6202514640,SEC00007,3/15/2025,3/17/2025,2542,495.56,1259713.52,Settled,USD
TRX0003825,6202514640,SEC00141,4/12/2025,4/14/2025,4753,107.83,512515.99,Settled,USD
TRX0003826,6439813326,SEC00003,5/23/2025,5/25/2025,429,312.91,134238.39,Settled,AUD
TRX0003827,1165354259,SEC00174,10/18/2024,10/20/2024,2575,399,1027425,Settled,USD
TRX0003828,7222657398,SEC00104,3/25/2025,3/27/2025,3620,241.92,875750.4,Settled,USD
TRX0003829,9559473277,SEC00102,9/24/2024,9/26/2024,3250,344.58,1119885,Settled,ARS
TRX0003830,5407525649,SEC00180,1/27/2025,1/29/2025,1392,341.88,475896.96,Settled,USD
TRX0003831,0998552643,SEC00033,4/13/2025,4/15/2025,2784,120.3,334915.2,Settled,BRL
TRX0003832,6377891353,SEC00174,8/22/2025,8/24/2025,1086,75.34,81819.24,Settled,EUR
TRX0003833,0957683750,SEC00084,11/6/2024,11/8/2024,2552,305.75,780274,Settled,ARS
TRX0003834,7575030988,SEC00142,7/16/2025,7/18/2025,4780,105.14,502569.2,Settled,EUR
TRX0003835,2259415355,SEC00043,8/3/2025,8/5/2025,1482,370.85,549599.7,Settled,INR
TRX0003836,9449587068,SEC00093,3/31/2025,4/2/2025,3884,365.82,1420844.88,Settled,CLP
TRX0003837,3849728537,SEC00086,1/8/2025,1/10/2025,2858,67.85,193915.3,Settled,CLP
TRX0003838,8808246308,SEC00069,7/30/2025,7/31/2025,3684,360.48,1328008.32,Settled,JPY
TRX0003839,6068941037,SEC00137,9/22/2024,9/24/2024,2153,18.88,40648.64,Settled,ZAR
TRX0003840,0087222265,SEC00087,2/11/2025,2/13/2025,1728,423.71,732170.88,Settled,CAD
TRX0003841,8384081591,SEC00077,6/23/2025,6/24/2025,2505,302.64,758113.2,Settled,MXN
TRX0003842,3744034462,SEC00155,11/27/2024,11/28/2024,3788,160.01,606117.88,Pending,INR
TRX0003843,0236281353,SEC00014,1/11/2025,1/13/2025,3040,390.67,1187636.8,Failed,EUR
TRX0003844,2388906871,SEC00110,3/24/2025,,3866,292.69,1131539.54,Settled,BRL
TRX0003845,1330689191,SEC00017,12/10/2024,12/12/2024,3209,399.85,1283118.65,Settled,COP
TRX0003846,8610432053,SEC00107,4/8/2025,4/10/2025,4889,167.23,817587.47,Pending,CLP
TRX0003847,6618860954,SEC00158,7/5/2025,7/7/2025,315,268.2,84483,Settled,CLP
TRX0003848,1076970110,SEC00129,10/30/2024,10/31/2024,826,8.71,7194.46,Settled,ARS
TRX0003849,0012089444,SEC00098,7/13/2025,7/15/2025,3663,205.35,752197.05,Pending,CLP
TRX0003850,6068941037,SEC00065,9/17/2024,9/19/2024,4009,141.11,565709.99,Settled,ZAR
TRX0003851,9137762363,SEC00149,7/9/2025,7/11/2025,1510,486.71,734932.1,Settled,JPY
TRX0003852,9491210062,SEC00140,8/1/2025,8/3/2025,804,394.05,316816.2,Settled,GBP
TRX0003853,3388521753,SEC00058,4/23/2025,,3778,9.41,35550.98,Settled,CAD
TRX0003854,0321230713,SEC00148,10/22/2024,,582,467.72,272213.04,Pending,BRL
TRX0003855,4919134244,SEC00003,12/5/2024,12/7/2024,4138,51.14,211617.32,Settled,CAD
TRX0003856,3695776049,SEC00021,10/8/2024,10/10/2024,4880,1.57,7661.6,Settled,BRL
TRX0003857,8454746149,SEC00086,5/11/2025,5/12/2025,2155,302.59,652081.45,Settled,INR
